School,year,Games,Cmp,Pass Att,Pct,Yds,Td,Rush Att,Yds,Avg,TD,Plays,Yds,Avg,First Down Pass,First Down Rush,First Down Penalty,First Downs,Penalties,P yards,Fumbles,Int,Tot,Cmp,Pass Att,Pct,Yds,Td,Rush Att,Yds,Avg,TD,Plays,Yds,Avg,First Down Pass,First Down Rush,First Down Penalty,First Downs,Penalties,P yards,Fumbles,Int,Tot
Air Force,2010,13,6.8,12.9,52.4,119.3,0.9,57.5,306.5,5.3,3.2,70.5,425.8,6,4.8,16.4,0.7,21.8,4.5,40.5,0.8,0.5,1.3,7.408525791,13.70791889,53.54224552,110.4934089,0.811242889,57.99757314,280.4114435,4.833837167,2.629255015,72.54020466,397.6077796,5.469853655,4.953461883,15.35927226,1.138355108,21.42404925,4.828638792,41.89933405,0.799792865,0.478517832,1.300973046
Air Force,2011,13,9.5,15.7,60.3,140.1,1.2,55.6,314.8,5.7,3.3,71.3,454.8,6.4,6,15.7,1.5,23.2,4.7,43.2,1.4,0.6,2,7.826820633,14.10633511,54.89379642,116.4147271,0.888994311,57.51805852,287.2891548,5.007069733,2.763404012,72.29216373,409.0462236,5.655882924,5.162769506,15.42741781,1.210684086,21.7792394,4.802911033,42.15946724,0.919834292,0.502814265,1.440778437
Air Force,2012,13,6.4,11.6,55,102.6,0.7,61.8,316.2,5.1,3,73.5,418.8,5.7,3.8,17.2,1.2,22.3,3.4,26.2,1.6,0.6,2.2,7.541456506,13.60506809,54.91503713,113.6517817,0.851195449,58.37444681,293.0713238,5.025655787,2.810723209,72.53373098,410.9969789,5.664706339,4.890215605,15.78193425,1.208547269,21.88339152,4.522328827,38.96757379,1.055867434,0.522251412,1.592622749
Air Force,2013,12,7.8,14.5,53.4,104.9,0.7,53.1,262.7,4.9,2.5,67.6,367.6,5.4,4.6,13.5,1.1,19.2,4.4,36.3,0.8,0.3,1.1,7.593165205,13.78405447,54.61202971,111.9014254,0.820956359,57.31955745,286.9970591,5.000524629,2.748578568,71.54698478,402.3175831,5.611765071,4.832172484,15.3255474,1.186837815,21.34671322,4.497863061,38.43405903,1.004693947,0.47780113,1.494098199
Air Force,2014,7,9.9,17.1,57.5,152.3,1.1,60.4,273.4,4.5,2.6,77.6,425.7,5.5,6.4,14.6,1,22,4.4,43,1,0.3,1.3,8.054532164,14.44724358,55.18962376,119.9811403,0.876765087,57.93564596,284.2776473,4.900419704,2.718862854,72.75758783,406.9940665,5.589412057,5.145737987,15.18043792,1.149470252,21.47737057,4.478290449,39.34724723,1.003755158,0.442240904,1.45527856
Akron,2000,11,13.3,26.2,50.7,210.5,1.5,44.5,206.6,4.6,1.9,70.7,417.2,5.9,8.4,11.1,1.6,21.1,7.3,70.4,0.7,1,1.7,12.18364878,25.22420152,48.39121912,168.82136,0.958390706,44.99132515,180.9995935,3.996683054,1.691206739,70.7,417.2,5.9,8.4,11.1,1.6,21.1,7.3,70.4,0.7,1,1.7
Akron,2001,11,16.2,27.8,58.2,193.9,0.8,45.9,180.8,3.9,1.7,73.7,374.7,5.1,9.2,9.9,1.4,20.5,5.3,43.3,0.5,0.7,1.3,12.98691902,25.73936121,50.35297529,173.837088,0.926712565,45.17306012,180.9596748,3.977346443,1.692965392,71.3,408.7,5.74,8.56,10.86,1.56,20.98,6.9,64.98,0.66,0.94,1.62
Akron,2002,12,22.1,33.7,65.6,246.8,1.5,40.8,157.5,3.9,2.1,74.4,404.3,5.4,11.6,9.5,2.1,23.2,7.4,67.4,1.2,1,2.2,14.80953522,27.33148897,53.40238023,188.4296704,1.041370052,44.29844809,176.2677398,3.961877154,1.774372313,71.92,407.82,5.672,9.168,10.588,1.668,21.424,7,65.464,0.768,0.952,1.736
Akron,2003,12,23.9,37.4,63.9,311.3,1.8,39.5,158.9,4,2.3,76.9,470.3,6.1,14.2,8.6,1.8,24.6,6.3,56.6,0.6,0.8,1.4,16.62762817,29.34519118,55.50190419,213.0037363,1.193096042,43.33875848,172.7941919,3.969501724,1.879497851,72.916,420.316,5.7576,10.1744,10.1904,1.6944,22.0592,6.86,63.6912,0.7344,0.9216,1.6688
Akron,2004,11,20.3,32,63.4,239.5,1.6,34.5,97.3,2.8,1.2,66.5,336.8,5.1,10.5,6.6,1.5,18.6,5.5,47.1,0.7,0.7,1.5,17.36210254,29.87615294,57.08152335,218.3029891,1.274476833,41.57100678,157.6953535,3.735601379,1.74359828,71.6328,403.6128,5.62608,10.23952,9.47232,1.65552,21.36736,6.588,60.37296,0.72752,0.87728,1.63504
Akron,2005,13,21.8,41.6,52.5,277,1.8,32.5,107.3,3.3,0.9,74.1,384.3,5.2,11.8,6.1,1.5,19.5,7.4,62.8,0.8,0.9,1.7,18.24968203,32.22092235,56.16521868,230.0423913,1.379581467,39.75680542,147.6162828,3.648481103,1.574878624,72.12624,399.75024,5.540864,10.551616,8.797856,1.624416,20.993888,6.7504,60.858368,0.742016,0.881824,1.648032
Akron,2006,12,16.8,32,52.6,226.7,1.5,30.4,83.8,2.8,1.1,62.4,310.4,5,9,6.1,2.1,17.2,9.3,74,0.8,0.9,1.7,17.95974562,32.17673788,55.45217494,229.373913,1.403665173,37.88544434,134.8530262,3.478784882,1.4799029,70.180992,381.880192,5.4326912,10.2412928,8.2582848,1.7195328,20.2351104,7.26032,63.4866944,0.7536128,0.8854592,1.6584256
Akron,2007,12,16.8,31.2,53.7,183.8,1.3,36.6,127.8,3.5,0.9,67.8,311.7,4.6,8.4,7.4,1.7,17.5,7,52.9,0.9,1.2,2.1,17.7277965,31.98139031,55.10173996,220.2591304,1.382932139,37.62835547,133.442421,3.483027906,1.36392232,69.7047936,367.8441536,5.26615296,9.87303424,8.08662784,1.71562624,19.68808832,7.208256,61.36935552,0.78289024,0.94836736,1.74674048
Akron,2008,12,19.3,33.7,57.4,231.5,1.7,36.3,165.2,4.6,1.9,69.9,396.7,5.7,11.3,8.8,1.2,21.3,5.5,46.5,0.5,1.2,1.7,18.0422372,32.32511224,55.56139196,222.5073043,1.446345711,37.36268438,139.7939368,3.706422325,1.471137856,69.74383488,373.6153229,5.352922368,10.15842739,8.229302272,1.612500992,20.01047066,6.8666048,58.39548442,0.726312192,0.998693888,1.737392384
Akron,2009,12,15.8,28.5,55.6,182.5,1,32.8,118.4,3.6,1.1,61.3,300.9,4.9,7.7,7.3,1.6,16.6,5.8,50.8,0.9,1.1,2,17.59378976,31.5600898,55.56911357,214.5058435,1.357076569,36.4501475,135.5151494,3.68513786,1.396910285,68.0550679,359.0722583,5.262337894,9.666741914,8.043441818,1.610000794,19.32837652,6.65328384,56.87638753,0.761049754,1.01895511,1.789913907
Akron,2010,12,14.5,29.1,49.9,155.1,1,32.8,113.4,3.5,0.8,61.8,268.5,4.3,7.7,5.3,1.7,14.7,5.5,46.8,0.7,1.2,1.8,16.97503181,31.06807184,54.43529086,202.6246748,1.285661255,35.720118,131.0921195,3.648110288,1.277528228,66.80405432,340.9578066,5.069870316,9.273393531,7.494753454,1.628000635,18.40270122,6.422627072,54.86111003,0.748839803,1.055164088,1.791931126
Akron,2011,12,14.3,31.3,45.5,163.3,1,34.4,114.4,3.3,0.6,65.8,277.8,4.2,7.6,6.8,1.5,15.8,5.3,43.6,1.1,0.9,2,16.44002545,31.11445747,52.64823269,194.7597398,1.228529004,35.4560944,127.7536956,3.57848823,1.142022582,66.60324346,328.3262453,4.895896252,8.938714825,7.355802763,1.602400508,17.88216098,6.198101658,52.60888802,0.819071842,1.024131271,1.833544901
Akron,2012,12,30.3,48.6,62.4,312.8,2.5,30.4,114.4,3.8,0.8,79,427.2,5.4,15,6.7,2.3,23.9,8.4,66.4,0.8,1.5,2.3,19.21202036,34.61156598,54.59858615,218.3677919,1.482823203,34.44487552,125.0829565,3.622790584,1.073618066,69.08259477,348.1009963,4.996717002,10.15097186,7.224642211,1.741920406,19.08572878,6.638481326,55.36711042,0.815257474,1.119305017,1.92683592
Akron,2013,11,19.5,35.1,55.4,220.5,1.5,34.7,121.6,3.5,1,69.8,342.1,4.9,10.3,7.1,1.6,19,6.7,55.6,0.7,0.9,1.6,19.26961629,34.70925278,54.75886892,218.7942335,1.486258563,34.49590042,124.3863652,3.598232467,1.058894453,69.22607581,346.900797,4.977373602,10.18077749,7.199713768,1.713536325,19.06858302,6.650785061,55.41368833,0.792205979,1.075444013,1.861468736
Akron,2014,7,24.1,44,54.9,265.4,1.6,29.4,125.6,4.3,1.3,73.4,391,5.3,11.3,8.3,2.6,22.1,9.7,89.6,0.7,0.7,1.4,20.23569303,36.56740222,54.78709514,228.1153868,1.50900685,33.47672033,124.6290922,3.738585974,1.107115562,70.06086065,355.7206376,5.041898881,10.40462199,7.419771015,1.89082906,19.67486642,7.260628049,62.25095067,0.773764783,1.000355211,1.769174989
Alabama,2000,11,13.9,28.3,49.2,171.7,0.6,34.9,137.6,3.9,1.5,63.2,309.4,4.9,7.6,6.9,1.7,16.3,7.5,57.8,0.9,1.5,2.4,13.59281736,25.56700754,53.39242032,173.7276524,1.00466125,39.36628591,154.045991,3.885615575,1.52359043,63.2,309.4,4.9,7.6,6.9,1.7,16.3,7.5,57.8,0.9,1.5,2.4
Alabama,2001,11,13,23.6,55,183,1.5,42.9,226.4,5.3,1.7,66.5,409.4,6.2,7.3,10.8,1.1,19.2,8.5,67,0.9,0.5,1.4,13.47425389,25.17360603,53.71393626,175.5821219,1.103729,40.07302873,168.5167928,4.16849246,1.558872344,63.86,329.4,5.16,7.54,7.68,1.58,16.88,7.7,59.64,0.9,1.3,2.2
Alabama,2002,13,13.4,23.8,56.1,190.2,0.9,47.6,213.2,4.5,2.2,71.5,403.5,5.6,8.2,9.9,1.5,19.5,9.3,78.8,0.7,0.7,1.4,13.45940311,24.89888483,54.19114901,178.5056975,1.0629832,41.57842298,177.4534343,4.234793968,1.687097875,65.388,344.22,5.248,7.672,8.124,1.564,17.404,8.02,63.472,0.86,1.18,2.04
Alabama,2003,13,15.5,29.7,52.1,191.6,1.3,39.6,158.9,4,1.3,69.3,350.5,5.1,8.5,8.5,1.2,18.2,6.1,50.4,0.5,1.2,1.7,13.86752249,25.85910786,53.77291921,181.124558,1.11038656,41.18273839,173.7427474,4.187835175,1.6096783,66.1704,345.476,5.2184,7.8376,8.1992,1.4912,17.5632,7.636,60.8576,0.788,1.184,1.972
Alabama,2004,12,12.2,21.8,55.9,141.6,0.9,41.8,185.1,4.4,1.8,63.6,326.7,5.1,6.7,8.4,1.1,16.2,5.8,51.2,0.8,0.9,1.7,13.53401799,25.04728629,54.19833536,173.2196464,1.068309248,41.30619071,176.0141979,4.23026814,1.64774264,65.65632,341.7208,5.19472,7.61008,8.23936,1.41296,17.29056,7.2688,58.92608,0.7904,1.1272,1.9176
Alabama,2005,12,17.4,29.3,59.5,216.4,1.3,38.6,142.5,3.7,1,67.8,358.9,5.3,8.5,8.6,1.4,18.5,6.2,46.8,0.7,0.3,1,14.30721439,25.89782903,55.25866829,181.8557171,1.114647399,40.76495257,169.3113583,4.124214512,1.518194112,66.085056,345.15664,5.215776,7.788064,8.311488,1.410368,17.532448,7.05504,56.500864,0.77232,0.96176,1.73408
Alabama,2006,13,17.2,30.2,57,212.8,1.4,35,123.1,3.5,0.8,65.2,335.9,5.1,9.8,7.5,1.7,19,6,42.8,0.8,0.8,1.5,14.88577151,26.75826322,55.60693463,188.0445737,1.171717919,39.61196205,160.0690867,3.999371609,1.37455529,65.9080448,343.305312,5.1926208,8.1904512,8.1491904,1.4682944,17.8259584,6.844032,53.7606912,0.777856,0.929408,1.687264
Alabama,2007,13,20.2,36.3,55.7,224.5,1.5,37.7,149.2,4,1.5,74,373.8,5.1,11.1,9.2,2.5,22.8,4.5,34.8,0.6,0.9,1.5,15.94861721,28.66661058,55.62554771,195.335659,1.237374335,39.22956964,157.8952693,3.999497288,1.399644232,67.52643584,349.4042496,5.17409664,8.77236096,8.35935232,1.67463552,18.82076672,6.3752256,49.96855296,0.7422848,0.9235264,1.6498112
Alabama,2008,14,13.9,23.9,58.4,171.1,0.8,40.6,184.6,4.6,2.3,64.4,355.8,5.5,8,9.5,1.3,18.8,4.1,37.1,0.7,0.6,1.4,15.53889377,27.71328846,56.18043817,190.4885272,1.149899468,39.50365571,163.2362155,4.11959783,1.579715385,66.90114867,350.6833997,5.239277312,8.617888768,8.587481856,1.599708416,18.81661338,5.92018048,47.39484237,0.73382784,0.85882112,1.59984896
Alabama,2009,14,15.1,24.7,61.3,187.9,1.2,42.9,215.1,5,2.2,67.6,403,6,8.4,10.9,1.3,20.6,4.9,42.7,0.5,0.4,0.9,15.45111502,27.11063077,57.20435053,189.9708217,1.159919574,40.18292457,173.6089724,4.295678264,1.703772308,67.04091894,361.1467197,5.39142185,8.574311014,9.049985485,1.539766733,19.1732907,5.716144384,46.45587389,0.687062272,0.767056896,1.459879168
Alabama,2010,13,19.5,27.8,69.9,261.2,1.8,35.9,182.9,5.1,2.3,63.8,444.1,7,11.6,9.7,0.8,22.1,5.1,37.7,0.7,0.4,1.1,16.26089201,27.24850462,59.74348043,204.2166574,1.28793566,39.32633966,175.4671779,4.456542611,1.823017847,66.39273515,377.7373758,5.71313748,9.179448812,9.179988388,1.391813386,19.75863256,5.592915507,44.70469912,0.689649818,0.693645517,1.387903334
Alabama,2011,13,18.2,27.5,66.4,215.2,1.2,39.1,214.5,5.5,2.6,66.5,429.6,6.5,10.4,10.3,0.8,21.5,3.8,31.5,0.3,0.6,0.9,16.64871361,27.29880369,61.07478434,206.4133259,1.270348528,39.28107173,183.2737423,4.665234089,1.978414277,66.41418812,388.1099006,5.870509984,9.423559049,9.40399071,1.273450709,20.10690605,5.234332406,42.06375929,0.611719854,0.674916413,1.290322668
Alabama,2012,14,15.6,23.4,66.8,218,2.2,40.7,227.5,5.6,2.6,64.1,445.5,6.9,9.4,11.4,0.9,21.6,3.9,33.4,0.9,0.2,1.1,16.43897089,26.51904295,62.21982747,208.7306607,1.456278822,39.56485738,192.1189939,4.852187271,2.102731422,65.9513505,399.5879205,6.076407987,9.418847239,9.803192568,1.198760567,20.40552484,4.967465925,40.33100743,0.669375883,0.579933131,1.252258134
Alabama,2013,13,18.8,28.1,66.8,248.5,2.3,35.5,205.6,5.8,2.2,63.5,454.1,7.1,10.8,10.9,1.5,23.2,4.8,40,0.8,0.5,1.3,16.91117671,26.83523436,63.13586198,216.6845286,1.625023058,38.7518859,194.8151951,5.041749817,2.122185137,65.4610804,410.4903364,6.28112639,9.695077791,10.02255405,1.259008454,20.96441987,4.93397274,40.26480595,0.695500707,0.563946505,1.261806507
Alabama,2014,7,20.3,30.9,65.7,288.9,2.3,43.4,221.9,5.1,2.3,74.3,510.7,6.9,13,11,1.1,25.1,5.6,42.3,1.1,0.4,1.6,17.58894137,27.64818749,63.64868958,231.1276229,1.760018446,39.68150872,200.2321561,5.053399854,2.15774811,67.22886432,430.5322691,6.404901112,10.35606223,10.21804324,1.227206763,21.7915359,5.067178192,40.67184476,0.776400565,0.531157204,1.329445206
Alabama-Birmingham,2000,11,13,26.2,49.7,153.2,0.6,43,163.7,3.8,1.3,69.2,316.9,4.6,6.4,9,1.8,17.2,8.5,73.5,1,1.1,2.1,11.05632,23.9952,45.98608,144.06656,0.83872,44.10016,184.92752,4.13536,1.7832,69.2,316.9,4.6,6.4,9,1.8,17.2,8.5,73.5,1,1.1,2.1
Alabama-Birmingham,2001,11,11.6,24.1,48.3,142.4,0.7,43.5,160.5,3.7,1.9,67.5,302.9,4.5,6.5,8.9,1.5,16.9,8.3,61.9,0.7,1,1.7,11.165056,24.01616,46.448864,143.733248,0.810976,43.980128,180.042016,4.048288,1.80656,68.86,314.1,4.58,6.42,8.98,1.74,17.14,8.46,71.18,0.94,1.08,2.02
Alabama-Birmingham,2002,12,14.1,28.9,48.7,184.5,1.3,38.2,130.2,3.4,1,67.1,314.7,4.7,8,8.1,1.5,17.6,8.3,65.8,1.3,0.8,2,11.7520448,24.992928,46.8990912,151.8865984,0.9087808,42.8241024,170.0736128,3.9186304,1.645248,68.508,314.22,4.604,6.736,8.804,1.692,17.232,8.428,70.104,1.012,1.024,2.016
Alabama-Birmingham,2003,12,13.7,28.1,48.7,216.6,1.3,36.9,132.4,3.6,0.9,65,349,5.4,7.8,6.7,1.9,16.4,6.4,52.4,1.3,1.1,2.3,12.14163584,25.6143424,47.25927296,164.8292787,0.98702464,41.63928192,162.5388902,3.85490432,1.4961984,67.8064,321.176,4.7632,6.9488,8.3832,1.7336,17.0656,8.0224,66.5632,1.0696,1.0392,2.0728
Alabama-Birmingham,2004,12,16.6,30.1,55.1,256.1,2.2,35.9,146.9,4.1,1.5,66,403,6.1,10.6,8.7,1.9,21.2,6.6,51.6,0.8,0.7,1.4,13.03330867,26.51147392,48.82741837,183.083423,1.229619712,40.49142554,159.4111122,3.903923456,1.49695872,67.44512,337.5408,5.03056,7.67904,8.44656,1.76688,17.89248,7.73792,63.57056,1.01568,0.97136,1.93824
Alabama-Birmingham,2005,11,22.3,35.4,63,292.1,2.1,33.1,142.5,4.3,1.3,68.5,434.6,6.3,13,8,1.4,22.4,6.8,58.1,0.5,1.1,1.5,14.88664694,28.28917914,51.66193469,204.8867384,1.40369577,39.01314043,156.0288898,3.983138765,1.457566976,67.656096,356.95264,5.284448,8.743232,8.357248,1.693504,18.793984,7.550336,62.476448,0.912544,0.997088,1.850592
Alabama-Birmingham,2006,12,14.8,25.3,58.2,184.5,1,36,125.6,3.5,1.2,61.3,310.1,5.1,7.8,8.3,1.5,17.6,7.8,58.5,0.8,1,1.8,14.86931755,27.69134331,52.96954776,200.8093907,1.322956616,38.41051234,149.9431118,3.886511012,1.406053581,66.3848768,347.582112,5.2475584,8.5545856,8.3457984,1.6548032,18.5551872,7.6002688,61.6811584,0.8900352,0.9976704,1.8404736
Alabama-Birmingham,2007,12,18.3,37.3,49.1,215.3,1.3,29.8,110.3,3.7,0.5,67.2,325.6,4.8,9.8,5.3,2.5,17.6,6.3,50.9,0.4,1.3,1.7,15.55545404,29.61307465,52.1956382,203.7075126,1.318365293,36.68840987,142.0144894,3.849208809,1.224842865,66.54790144,343.1856896,5.15804672,8.80366848,7.73663872,1.82384256,18.36414976,7.34021504,59.52492672,0.79202816,1.05813632,1.81237888
Alabama-Birmingham,2008,12,17.3,29.4,58.9,197.3,0.8,36.3,168.9,4.7,1.6,65.7,366.2,5.6,8.7,8.4,1.4,18.5,6.9,65.3,0.8,1.3,2.1,15.90436323,29.57045972,53.53651056,202.4260101,1.214692234,36.6107279,147.3915916,4.019367048,1.299874292,66.37832115,347.7885517,5.246437376,8.782934784,7.869310976,1.739074048,18.39131981,7.252172032,60.67994138,0.793622528,1.106509056,1.869903104
Alabama-Birmingham,2009,12,14.1,24.3,58.1,196,1.8,38.6,229.9,6,1.4,62.8,425.9,6.8,8.3,10,0.8,19.1,7.5,66.8,0.4,0.7,1.1,15.54349059,28.51636777,54.44920845,201.140808,1.331753787,37.00858232,163.8932732,4.415493638,1.319899433,65.66265692,363.4108413,5.557149901,8.686347827,8.295448781,1.551259238,18.53305585,7.301737626,61.9039531,0.714898022,1.025207245,1.715922483
Alabama-Birmingham,2010,12,21.2,38.8,54.6,267,2.3,34.8,155.8,4.5,1.2,73.5,422.8,5.8,11.8,8.2,1.4,21.3,5.3,50.8,0.8,1.2,2,16.67479247,30.57309422,54.47936676,214.3126464,1.52540303,36.56686586,162.2746186,4.43239491,1.295919547,67.23012554,375.2886731,5.605719921,9.309078262,8.276359025,1.521007391,19.08644468,6.9013901,59.68316248,0.731918418,1.060165796,1.772737987
Alabama-Birmingham,2011,12,20.5,36.7,55.9,234.6,1,33.5,129.4,3.9,1.1,70.2,364,5.2,11.3,7.2,1.7,20.2,5,43.6,0.9,1.3,2.2,17.43983397,31.79847538,54.76349341,218.3701171,1.420322424,35.95349268,155.6996949,4.325915928,1.256735637,67.82410043,373.0309385,5.524575937,9.707262609,8.06108722,1.556805913,19.30915574,6.52111208,56.46652998,0.765534734,1.108132637,1.858190389
Alabama-Birmingham,2012,12,23.3,39.9,58.2,308.8,1.8,34.7,110.3,3.2,1.6,74.6,419.1,5.6,12.5,7.8,2.3,22.5,7.3,63.4,1.2,1.1,2.3,18.61186718,33.4187803,55.45079473,236.4560937,1.496257939,35.70279415,146.6197559,4.100732743,1.32538851,69.17928034,382.2447508,5.539660749,10.26581009,8.008869776,1.70544473,19.94732459,6.676889664,57.85322399,0.852427787,1.106506109,1.946552311
Alabama-Birmingham,2013,12,15.4,29.4,52.4,214.8,1.6,38,178.6,4.7,1.4,67.4,393.4,5.8,9.2,9.6,1.3,20,6,48.8,0.9,0.8,1.7,17.96949374,32.61502424,54.84063578,232.124875,1.517006351,36.16223532,153.0158047,4.220586194,1.340310808,68.82342428,384.4758006,5.591728599,10.05264807,8.327095821,1.624355784,19.95785967,6.541511731,56.04257919,0.86194223,1.045204887,1.897241849
Alabama-Birmingham,2014,7,18,28.1,64,267.1,1.6,52.9,210.6,4,2.9,81,477.7,5.9,9.7,12.9,1.6,24.1,5.4,46,6.6,1.4,8,17.975595,31.71201939,56.67250863,239.1199,1.533605081,39.50978825,164.5326438,4.176468955,1.652248646,71.25873942,403.1206405,5.653382879,9.982118456,9.241676656,1.619484627,20.78628774,6.313209385,54.03406335,2.009553784,1.11616391,3.117793479
Appalachian State,2014,4,18.5,31.3,59.2,173,1.8,43.8,247,5.6,1.8,75,420,5.6,8.5,11.5,3.8,23.8,8.5,64.3,1,0.8,1.8,14.15177852,27.25537838,50.51395023,179.2313353,1.331855217,45.76594409,207.7936603,4.562370314,1.752001229,75,420,5.6,8.5,11.5,3.8,23.8,8.5,64.3,1,0.8,1.8
Arizona,2000,11,11.5,24.8,46.5,154.2,0.8,42.7,154.1,3.6,1.5,67.5,308.3,4.6,6.1,7.8,1.5,15.5,8.2,68.2,1,1.1,2.1,13.39710479,25.43111777,52.4266172,183.1060158,1.263497594,42.67797611,175.347637,4.110293855,1.62451313,67.5,308.3,4.6,6.1,7.8,1.5,15.5,8.2,68.2,1,1.1,2.1
Arizona,2001,11,18.2,33.5,54.3,250.3,1.9,35.1,142.1,4,1.5,68.5,392.4,5.7,11.5,7,2.1,20.6,7.2,64.4,1.4,1.5,2.9,14.35768384,27.04489422,52.80129376,196.5448126,1.390798075,41.16238089,168.6981096,4.088235084,1.599610504,67.7,325.12,4.82,7.18,7.64,1.62,16.52,8,67.44,1.08,1.18,2.26
Arizona,2002,12,20.5,35.8,57.2,289.8,1.4,30,43.8,1.5,0.6,65.8,333.6,5.1,12.1,3.8,2.1,18,7.3,58.8,0.9,1.2,2.1,15.58614707,28.79591538,53.68103501,215.1958501,1.39263846,38.92990471,143.7184877,3.570588067,1.399688403,67.32,326.816,4.876,8.164,6.872,1.716,16.816,7.86,65.712,1.044,1.184,2.228
Arizona,2003,12,15.4,32.9,46.8,183.7,1.2,31.7,123.8,3.9,0.8,64.6,307.5,4.8,7.6,4.9,1.6,14.1,7,64,0.6,1.9,2.5,15.54891765,29.6167323,52.304828,208.8966801,1.354110768,37.48392377,139.7347902,3.636470454,1.279750723,66.776,322.9528,4.8608,8.0512,6.4776,1.6928,16.2728,7.688,65.3696,0.9552,1.3272,2.2824
