School,year,Games,Cmp,Pass Att,Pct,Yds,Td,Rush Att,Yds,Avg,TD,Plays,Yds,Avg,First Down Pass,First Down Rush,First Down Penalty,First Downs,Penalties,P yards,Fumbles,Int,Tot,Cmp,Pass Att,Pct,Yds,Td,Rush Att,Yds,Avg,TD,Plays,Yds,Avg,First Down Pass,First Down Rush,First Down Penalty,First Downs,Penalties,P yards,Fumbles,Int,Tot
Air Force,2010,13,13.5,24.7,54.8,147.8,0.8,42.2,201.5,4.8,1.8,66.9,349.3,5.2,7.5,10.4,0.8,18.6,4.3,34.8,0.8,0.9,1.7,15.83920429,27.2969753,58.00721846,190.5932744,1.111680808,38.97152048,159.8959606,4.088331819,1.525248502,66.41594148,355.5792049,5.343236424,9.090385336,8.808413061,0.956949668,18.83041278,5.198776269,42.47341388,1.011075523,0.990960937,1.991160105
Air Force,2011,13,14.9,23.8,62.8,166.8,1.6,44.3,219.7,5,1.8,68.1,386.5,5.7,8.1,11.9,1,21,6.5,57.1,1.1,0.9,2,15.65136343,26.59758024,58.96577476,185.8346195,1.209344647,40.03721638,171.8567685,4.270665455,1.580198801,66.75275318,361.763364,5.414589139,8.892308269,9.426730449,0.965559734,19.26433022,5.459021015,45.3987311,1.028860418,0.97276875,1.992928084
Air Force,2012,13,17.9,26.4,67.9,210.6,1.5,44.2,198.8,4.5,2.1,70.6,409.4,5.8,10.1,10.2,0.6,20.8,4.8,37.8,0.6,0.6,1.2,16.10109074,26.55806419,60.75261981,190.7876956,1.267475717,40.86977311,177.2454148,4.316532364,1.684159041,67.52220255,371.2906912,5.491671311,9.133846615,9.581384359,0.892447787,19.57146418,5.327216812,43.87898488,0.943088334,0.898215,1.834342467
Air Force,2013,12,19.8,27.2,72.7,239.7,2.2,49.3,250.6,5.1,3.4,76.5,490.3,6.4,11.9,14.5,1.1,27.5,4.8,36.5,0.4,0.3,0.8,16.84087259,26.68645136,63.14209585,200.5701565,1.453980574,42.55581849,191.9163318,4.473225891,2.027327233,69.31776204,395.0925529,5.673337049,9.687077292,10.56510749,0.93395823,21.15717134,5.22177345,42.40318791,0.834470668,0.778572,1.627473974
Air Force,2014,7,18.7,32.1,58.2,248.9,1.4,35,148.7,4.2,1.6,67.1,397.6,5.9,10.6,6.9,1.3,18.7,4.7,45.1,0.7,1,1.7,17.21269808,27.76916108,62.15367668,210.2361252,1.443184459,41.04465479,183.2730655,4.418580713,1.941861786,68.87420963,395.5940423,5.718669639,9.869661834,9.83208599,1.007166584,20.66573707,5.11741876,42.94255032,0.807576534,0.8228576,1.641979179
Akron,2000,11,15.5,30.6,50.7,206.3,0.8,43.6,196.8,4.5,2.5,74.3,403.1,5.4,8.5,11.6,2.6,22.7,6,46.5,1.3,1.1,2.4,14.25560515,26.49828237,54.05507774,193.3652018,1.288041316,44.4087428,201.1620248,4.521578466,2.213827993,74.3,403.1,5.4,8.5,11.6,2.6,22.7,6,46.5,1.3,1.1,2.4
Akron,2001,11,19.2,32.6,58.8,284.9,2.4,40.5,185.6,4.6,1.9,73.2,470.5,6.4,12.6,9.6,1.7,24,6.7,62.3,0.6,1,1.6,15.24448412,27.7186259,55.00406219,211.6721614,1.510433053,43.62699424,198.0496198,4.537262773,2.151062395,74.08,416.58,5.6,9.32,11.2,2.42,22.96,6.14,49.66,1.16,1.08,2.24
Akron,2002,12,17.8,28.3,62.9,227.2,1.7,41,167.3,4.1,1.7,69.3,394.5,5.7,10.2,9.2,1.3,20.6,5.5,50.6,1.3,0.8,2.1,15.7555873,27.83490072,56.58324975,214.7777292,1.548346442,43.10159539,191.8996959,4.449810218,2.060849916,73.124,412.164,5.62,9.496,10.8,2.196,22.488,6.012,49.848,1.188,1.024,2.212
Akron,2003,12,18.8,33,57.1,225.7,1.9,38,178.3,4.7,1.8,71,404,5.7,11.1,8.8,1,20.8,6.2,53.3,0.8,1.3,2,16.36446984,28.86792058,56.6865998,216.9621833,1.618677154,42.08127631,189.1797567,4.499848175,2.008679933,72.6992,410.5312,5.636,9.8168,10.4,1.9568,22.1504,6.0496,50.5384,1.1104,1.0792,2.1696
Akron,2004,11,22,33.9,64.9,237,1.5,37.5,188.9,5,2.5,71.5,425.9,6,11,10,1.1,22.1,7.5,63.4,1,1,2,17.49157587,29.87433646,58.32927984,220.9697467,1.594941723,41.16502105,189.1238053,4.59987854,2.106943946,72.45936,413.60496,5.7088,10.05344,10.32,1.78544,22.14032,6.33968,53.11072,1.08832,1.06336,2.13568
Akron,2005,13,16.5,28.1,58.6,180.8,1.4,40.6,159,3.9,1.5,68.7,339.8,4.9,7.1,9,1.2,17.2,6.5,56,0.6,0.5,1.2,17.2932607,29.51946917,58.38342387,212.9357973,1.555953378,41.05201684,183.0990443,4.459902832,1.985555157,71.707488,398.843968,5.54704,9.462752,10.056,1.668352,21.152256,6.371744,53.688576,0.990656,0.950688,1.948544
Akron,2006,12,15.5,28,55.4,186.2,1.1,40.4,136.3,3.4,1.5,68.4,322.4,4.7,8.9,7.2,1.8,17.9,7.7,66.1,1.2,0.6,1.8,16.93460856,29.21557533,57.7867391,207.5886379,1.464762703,40.92161347,173.7392354,4.247922265,1.888444125,71.0459904,383.5551744,5.377632,9.3502016,9.4848,1.6946816,20.5018048,6.6373952,56.1708608,1.0325248,0.8805504,1.9188352
Akron,2007,12,20.1,32.8,61.3,224.9,2,41,183.8,4.5,1.3,73.8,408.7,5.5,11.2,9.1,1.4,21.7,5.6,49.8,0.8,1.3,2,17.56768685,29.93246027,58.48939128,211.0509103,1.571810162,40.93729078,175.7513883,4.298337812,1.7707553,71.59679232,388.5841395,5.4021056,9.72016128,9.40784,1.63574528,20.74144384,6.42991616,54.89668864,0.98601984,0.96444032,1.93506816
Akron,2008,12,18.8,29.7,63.5,210.4,2.2,42,187.2,4.5,1.7,71.7,397.6,5.5,9.9,11,1.5,22.4,4.2,37.6,1.4,0.8,2.2,17.81414948,29.88596821,59.49151302,210.9207282,1.69744813,41.14983262,178.0411107,4.33867025,1.75660424,71.61743386,390.3873116,5.42168448,9.756129024,9.726272,1.608596224,21.07315507,5.983932928,51.43735091,1.068815872,0.931552256,1.988054528
Akron,2009,12,17.8,29.3,60.8,195.8,1.6,40.1,171.9,4.3,1.9,69.4,367.7,5.3,9.3,8.8,1.7,19.8,5.6,50,0.5,1.1,1.6,17.81131958,29.76877457,59.75321042,207.8965826,1.677958504,40.9398661,176.8128885,4.3309362,1.785283392,71.17394708,385.8498493,5.397347584,9.664903219,9.5410176,1.626876979,20.81852406,5.907146342,51.14988073,0.955052698,0.965241805,1.910443622
Akron,2010,12,18.8,29.8,63.3,264.1,2.4,38.1,164.1,4.3,1.5,67.8,428.2,6.3,11.5,8.4,1.3,21.2,5.6,52.4,0.7,0.7,1.3,18.00905566,29.77501966,60.46256833,219.1372661,1.822366803,40.37189288,174.2703108,4.32474896,1.728226714,70.49915767,394.3198794,5.577878067,10.03192258,9.31281408,1.561501583,20.89481925,5.845717074,51.39990458,0.904042158,0.912193444,1.788354898
Akron,2011,12,16.1,25.5,63.1,207.6,1.9,44.6,219.6,4.9,2.8,70.1,427.2,6.1,9.9,11.1,1,22,5.8,56,1.1,0.2,1.3,17.62724453,28.92001573,60.99005467,216.8298129,1.837893442,41.2175143,183.3362487,4.439799168,1.942581371,70.41932613,400.8959035,5.682302454,10.00553806,9.670251264,1.449201267,21.1158554,5.836573659,52.31992367,0.943233726,0.769754755,1.690683918
Akron,2012,12,19.3,31.7,61.1,238.9,2.5,43.1,211.1,4.9,1.8,74.8,450,6,10.9,11.4,2.3,24.6,5.9,49.5,0.7,0.4,1.1,17.96179563,29.47601258,61.01204373,221.2438503,1.970314754,41.59401144,188.8889989,4.531839334,1.914065097,71.29546091,410.7167228,5.745841963,10.18443045,10.01620101,1.619361013,21.81268432,5.849258927,51.75593893,0.894586981,0.695803804,1.572547135
Akron,2013,11,20.1,32.5,61.9,240.4,2.4,39.8,163.4,4.1,1.5,72.3,403.7,5.6,11.5,9,1.7,22.2,4.7,42.3,0.5,1,1.5,18.3894365,30.08081006,61.18963499,225.0750802,2.056251803,41.23520915,183.7911991,4.445471467,1.831252077,71.49636873,409.3133783,5.71667357,10.44754436,9.812960809,1.635488811,21.89014745,5.619407142,49.86475115,0.815669585,0.756643043,1.558037708
Akron,2014,7,18.9,34.7,54.3,226.1,1.6,37,140,3.8,0.7,71.7,366.1,5.1,12,7.1,2.6,21.7,9.3,85.4,1.1,1.1,2.3,18.4915492,31.00464805,59.81170799,225.2800642,1.965001443,40.38816732,175.0329593,4.316377174,1.605001662,71.53709498,400.6707026,5.593338856,10.75803549,9.270368647,1.828391049,21.85211796,6.355525713,56.97180092,0.872535668,0.825314435,1.706430166
Alabama,2000,11,17.4,31.3,55.5,211.6,1.6,38.5,125.4,3.3,0.7,69.7,337,4.8,9.1,7.8,1.7,18.6,7.5,66.2,0.5,1.1,1.6,15.05673843,28.98060646,51.58018721,186.2151869,1.147357846,33.76626111,109.3560661,3.210331647,0.78078959,69.7,337,4.8,9.1,7.8,1.7,18.6,7.5,66.2,0.5,1.1,1.6
Alabama,2001,11,19.1,32.7,58.3,252.2,1.2,34.7,108.9,3.1,1.4,67.5,361.1,5.4,10.4,6.6,1.7,18.7,6.1,51.4,1.2,0.5,1.7,15.86539074,29.72448517,52.92414977,199.4121495,1.157886277,33.95300889,109.2648529,3.188265318,0.904631672,69.26,341.82,4.92,9.36,7.56,1.7,18.62,7.22,63.24,0.64,0.98,1.62
Alabama,2002,13,14.2,28.8,49.5,177.2,0.8,30,80.2,2.7,0.8,58.8,257.3,4.4,8.2,4.9,1.8,15,7.5,55.5,1.2,1.4,2.5,15.53231259,29.53958814,52.23931982,194.9697196,1.086309022,33.16240711,103.4518823,3.090612254,0.883705337,67.168,324.916,4.816,9.128,7.028,1.72,17.896,7.276,61.692,0.752,1.064,1.796
Alabama,2003,13,19.2,33.2,57.9,227.8,1.8,35.8,132.5,3.7,1.1,69,360.2,5.2,9.6,7.5,1.4,18.5,6.5,55.1,0.8,0.9,1.8,16.26585007,30.27167051,53.37145585,201.5357757,1.229047217,33.68992569,109.2615058,3.212489803,0.92696427,67.5344,331.9728,4.8928,9.2224,7.1224,1.656,18.0168,7.1208,60.3736,0.7616,1.0312,1.7968
Alabama,2004,12,8.8,20.2,43.4,113.1,0.8,40.3,132.4,3.3,0.9,60.5,245.5,4.1,5.3,7.5,1.1,13.8,5.4,41.8,1.2,1,2.2,14.77268006,28.25733641,51.37716468,183.8486206,1.143237774,35.01194055,113.8892047,3.229991843,0.921571416,66.12752,314.67824,4.73424,8.43792,7.19792,1.5448,17.17344,6.77664,56.65888,0.84928,1.02496,1.87744
Alabama,2005,12,14.6,29.3,49.7,160.8,0.8,30.1,94.3,3.1,0.4,59.4,255.1,4.3,7.3,5.3,0.9,13.5,6.9,56.6,0.8,0.9,1.7,14.73814405,28.46586913,51.04173175,179.2388964,1.074590219,34.02955244,109.9713637,3.203993474,0.817257133,64.782016,302.762592,4.647392,8.210336,6.818336,1.41584,16.438752,6.801312,56.647104,0.839424,0.999968,1.841952
Alabama,2006,13,14.2,25.5,55.6,173.1,1.2,31.5,124.6,4,0.9,56.9,297.7,5.2,7.5,6.8,0.8,15.1,6.9,56.3,0.8,1.2,2.1,14.63051524,27.8726953,51.9533854,178.0111172,1.099672175,33.52364195,112.897091,3.363194779,0.833805706,63.2056128,301.7500736,4.7579136,8.0682688,6.8146688,1.292672,16.1710016,6.8210496,56.5776832,0.8315392,1.0399744,1.8935616
Alabama,2007,13,17.8,32.9,54.2,221.3,1.5,36.2,124.2,3.4,1.1,69.1,345.5,5,9.5,7.8,0.8,18.1,7.6,66.4,0.4,1.5,1.8,15.26441219,28.87815624,52.40270832,186.6688937,1.17973774,34.05891356,115.1576728,3.370555823,0.887044565,64.38449024,310.5000589,4.80633088,8.35461504,7.01173504,1.1941376,16.55680128,6.97683968,58.54214656,0.74523136,1.13197952,1.87484928
Alabama,2008,14,17.6,33.4,52.7,189.4,1.3,27.9,74.1,2.7,0.4,61.3,263.5,4.3,8.6,4.3,1.2,14.1,6.2,47.6,0.7,1.1,1.8,15.73152975,29.78252499,52.46216665,187.215115,1.203790192,32.82713085,106.9461382,3.236444659,0.789635652,63.76759219,301.1000471,4.705064704,8.403692032,6.469388032,1.19531008,16.06544102,6.821471744,56.35371725,0.736185088,1.125583616,1.859879424
Alabama,2009,14,15,32.1,46.8,166,0.8,28.2,78.1,2.8,0.4,60.3,244.1,4,7.5,4.7,1.2,13.4,6.1,52.1,0.5,1.7,2.2,15.5852238,30.24601999,51.32973332,182.972092,1.123032154,31.90170468,101.1769106,3.149155727,0.711708522,63.07407375,289.7000377,4.564051763,8.222953626,6.115510426,1.196248064,15.53235282,6.677177395,55.5029738,0.68894807,1.240466893,1.927903539
Alabama,2010,13,14.8,28.2,52.3,176.2,0.9,33.5,110.2,3.3,0.5,61.7,286.4,4.6,7.6,6.5,1.1,15.2,5.5,44.2,0.3,1.7,2,15.42817904,29.83681599,51.52378666,181.6176736,1.078425723,32.22136374,102.9815285,3.179324582,0.669366817,62.799259,289.0400301,4.571241411,8.0983629,6.19240834,1.176998451,15.46588226,6.441741916,53.24237904,0.611158456,1.332373514,1.942322831
Alabama,2011,13,12.6,25.7,49.1,111.5,0.5,29.7,72.2,2.4,0.2,55.4,183.6,3.3,4.8,4.4,0.8,10.1,4.5,34.8,0.5,1,1.5,14.86254323,29.0094528,51.03902933,167.5941389,0.962740578,31.717091,96.82522278,3.023459665,0.575493454,61.3194072,267.9520241,4.316993128,7.43869032,5.833926672,1.101598761,14.3927058,6.053393533,49.55390323,0.588926765,1.265898811,1.853858265
Alabama,2012,14,15.5,28.4,54.7,173.6,0.6,31.4,76.4,2.4,0.7,59.8,250,4.2,8.2,4.5,1,13.7,4.8,40.4,0.8,1.3,2.1,14.99003459,28.88756224,51.77122346,168.7953111,0.890192463,31.6536728,92.74017822,2.898767732,0.600394763,61.01552576,264.3616193,4.293594503,7.590952256,5.567141338,1.081279009,14.25416464,5.802714826,47.72312258,0.631141412,1.272719049,1.903086612
Alabama,2013,13,15.2,27.3,55.5,180.3,1,32,106.2,3.3,0.6,59.3,286.5,4.8,7.8,6,1.2,14.9,5.5,43.1,0.6,0.8,1.5,15.03202767,28.57004979,52.51697877,171.0962489,0.91215397,31.72293824,95.43214258,2.979014186,0.60031581,60.67242061,268.7892954,4.394875602,7.632761805,5.65371307,1.105023207,14.38333171,5.742171861,46.79849807,0.62491313,1.178175239,1.82246929
Alabama,2014,7,18.1,33,55,198.7,0.9,26.9,62.9,2.3,0.3,59.9,261.6,4.4,9.4,3.7,0.7,13.9,4.1,31.9,0.7,0.6,1.3,15.64562214,29.45603983,53.01358302,176.6169991,0.909723176,30.75835059,88.92571406,2.843211349,0.540252648,60.51793649,267.3514363,4.395900482,7.986209444,5.262970456,1.024018566,14.28666537,5.413737489,43.81879845,0.639930504,1.062540191,1.717975432
Alabama-Birmingham,2000,11,17.9,33.9,52.8,207.4,1.1,35.1,83.5,2.4,0.8,69,290.9,4.2,9.8,5.6,2,17.5,8.5,74.1,0.9,1.3,2.2,15.996,30.54704,52.27584,202.9424,1.42,39.07504,132.70448,3.34784,1.24608,69,290.9,4.2,9.8,5.6,2,17.5,8.5,74.1,0.9,1.3,2.2
Alabama-Birmingham,2001,11,19.2,35.1,54.7,208.6,1.2,30.3,57.3,1.9,0.5,65.4,265.9,4.1,8.8,4.6,2.1,15.5,7.7,62,0.6,1.4,2,16.6368,31.457632,52.760672,204.07392,1.376,37.320032,117.623584,3.058272,1.096864,68.28,285.9,4.18,9.6,5.4,2.02,17.1,8.34,71.68,0.84,1.32,2.16
Alabama-Birmingham,2002,12,17,30.2,56.4,228.2,1.6,41.3,154,3.7,1.8,71.5,382.2,5.3,10.1,8.5,1.8,20.3,5,41.9,0.8,1.3,2.1,16.70944,31.2061056,53.4885376,208.899136,1.4208,38.1160256,124.8988672,3.1866176,1.2374912,68.924,305.16,4.404,9.7,6.02,1.976,17.74,7.672,65.724,0.832,1.316,2.148
Alabama-Birmingham,2003,12,18.6,32.1,57.9,208.3,0.9,40.3,178,4.4,1.8,72.4,386.3,5.3,9.7,9.2,1.2,20,6.1,63.8,0.8,1.2,1.9,17.087552,31.38488448,54.37083008,208.7793088,1.31664,38.55282048,135.5190938,3.42929408,1.34999296,69.6192,321.388,4.5832,9.7,6.656,1.8208,18.192,7.3576,65.3392,0.8256,1.2928,2.0984
Alabama-Birmingham,2004,12,22.8,38,60.1,270,1.9,36.7,141.6,3.9,1.4,74.7,411.6,5.5,11.3,9.1,0.9,21.3,7.3,69.1,0.7,0.8,1.4,18.2300416,32.70790758,55.51666406,221.023447,1.433312,38.18225638,136.735275,3.523435264,1.359994368,70.63536,339.4304,4.76656,10.02,7.1448,1.63664,18.8136,7.34608,66.09136,0.80048,1.19424,1.95872
Alabama-Birmingham,2005,11,19.2,31.5,61,224.3,1.5,38,148.1,3.9,1.3,69.5,372.4,5.4,10.6,8.5,2,21.2,4.7,44.5,0.5,1.5,2,18.42403328,32.46632607,56.61333125,221.6787576,1.4466496,38.14580511,139.00822,3.598748211,1.347995494,70.408288,346.02432,4.893248,10.136,7.41584,1.709312,19.29088,6.816864,61.773088,0.740384,1.255392,1.966976
Alabama-Birmingham,2006,12,16.7,26.4,63.1,212.5,1.6,34.1,146.8,4.3,1.3,60.5,359.3,5.9,9,8.1,1.5,18.6,5.7,49.6,1.2,1,2.2,18.07922662,31.25306085,57.910665,219.8430061,1.47731968,37.33664409,140.566576,3.738998569,1.338396396,68.4266304,348.679456,5.0945984,9.9088,7.552672,1.6674496,19.152704,6.5934912,59.3384704,0.8323072,1.2043136,2.0135808
Alabama-Birmingham,2007,12,17.6,30,58.6,230.8,1.5,45,256.8,5.7,2.8,75,487.6,6.5,9.6,13.8,1.1,24.4,6.6,63.4,0.4,0.8,1.3,17.9833813,31.00244868,58.048532,222.0344049,1.481855744,38.86931527,163.8132608,4.131198855,1.630717116,69.74130432,376.4635648,5.37567872,9.84704,8.8021376,1.55395968,20.2021632,6.59479296,60.15077632,0.74584576,1.12345088,1.87086464
Alabama-Birmingham,2008,12,18.8,30,62.8,262.9,1.8,35,167,4.8,2.1,65,429.9,6.6,10.4,7.9,1.7,20,5.1,47.3,0.7,1.3,2,18.14670504,30.80195895,58.9988256,230.2075239,1.545484595,38.09545221,164.4506086,4.264959084,1.724573693,68.79304346,387.1508518,5.620542976,9.957632,8.62171008,1.583167744,20.16173056,6.295834368,57.58062106,0.736676608,1.158760704,1.896691712
Alabama-Birmingham,2009,12,24.2,37.2,65,311.5,2.3,34.3,143.7,4.2,1.8,71.4,455.2,6.4,13.6,8.5,2.2,24.3,6.6,55.6,0.9,0.9,1.8,19.35736403,32.08156716,60.19906048,246.4660191,1.696387676,37.33636177,160.3004869,4.251967267,1.739658955,69.31443476,400.7606815,5.776434381,10.6861056,8.597368064,1.706534195,20.98938445,6.356667494,57.18449684,0.769341286,1.107008563,1.87735337
Alabama-Birmingham,2010,12,19.3,33.3,58,248.3,2,35.9,150.6,4.2,1.6,69.3,398.8,5.8,10.5,8.3,1.9,20.8,6.6,51.8,0.8,0.8,1.5,19.34589123,32.32525373,59.75924838,246.8328153,1.757110141,37.04908942,158.3603895,4.241573814,1.711727164,69.31154781,400.3685452,5.781147505,10.64888448,8.537894451,1.745227356,20.95150756,6.405333996,56.10759748,0.775473029,1.045606851,1.801882696
Alabama-Birmingham,2011,12,23.8,33.6,71,282.3,2.2,38.8,203.3,5.2,2.2,72.4,485.6,6.7,13.3,11.3,1.4,25.9,6,54.1,1,0.8,1.8,20.23671298,32.58020298,62.00739871,253.9262522,1.845688113,37.39927153,167.3483116,4.433259051,1.809381731,69.92923825,417.4148361,5.964918004,11.17910758,9.090315561,1.676181885,21.94120605,6.324267196,55.70607798,0.820378423,0.99648548,1.801506157
Alabama-Birmingham,2012,12,19.3,29.7,65.2,244.6,1.8,39.8,182.7,4.6,2.8,69.4,427.3,6.2,10.8,9.3,1.6,21.6,5.8,56.7,1,0.5,1.5,20.04937038,32.00416238,62.64591897,252.0610018,1.83655049,37.87941723,170.4186493,4.466607241,2.007505385,69.8233906,419.3918689,6.011934403,11.10328607,9.132252449,1.660945508,21.87296484,6.219413757,55.90486238,0.856302739,0.897188384,1.741204925
Alabama-Birmingham,2013,12,19.3,29.6,65.4,276.5,2.7,39.5,221.3,5.6,2.9,69.1,497.8,7.2,11.1,11.2,2.3,24.6,4.8,43.3,0.6,0.6,1.2,19.89949631,31.52332991,63.19673517,256.9488014,2.009240392,38.20353378,180.5949194,4.693285793,2.186004308,69.67871248,435.0734951,6.249547522,11.10262885,9.545801959,1.788756406,22.41837187,5.935531006,53.38388991,0.805042191,0.837750707,1.63296394
Alabama-Birmingham,2014,7,15.3,30.3,50.5,233.9,1.9,41,160.6,3.9,1.4,71.3,394.4,5.5,8.3,9.4,1,18.7,6.3,55.7,0.1,0.9,1,18.97959705,31.27866393,60.65738814,252.3390411,1.987392314,38.76282703,176.5959356,4.534628634,2.028803446,70.00296998,426.9387961,6.099638018,10.54210308,9.516641567,1.631005125,21.6746975,6.008424805,53.84711193,0.664033753,0.850200566,1.506371152
Appalachian State,2014,4,21,30.8,68.3,261.5,1.8,34.8,183.3,5.3,2.3,65.5,444.8,6.8,10.8,9,1.5,21.3,8.5,90,0.5,1.3,1.8,12.0586767,22.07185883,53.11006543,155.3586584,1.031517696,48.35213869,204.516591,4.2892207,1.95108224,65.5,444.8,6.8,10.8,9,1.5,21.3,8.5,90,0.5,1.3,1.8
Arizona,2000,11,16.8,34.2,49.2,229,1.2,35.7,88.5,2.5,1.1,69.9,317.5,4.5,9.2,5.8,1.5,16.5,7.9,60.2,1.5,1.5,3,16.00774303,30.67089101,52.27384304,210.4777817,1.269278603,36.35340795,109.8377478,2.954766309,1.195689782,69.9,317.5,4.5,9.2,5.8,1.5,16.5,7.9,60.2,1.5,1.5,3
Arizona,2001,11,18.5,36.4,51,258,2.1,40.5,140.4,3.5,1.7,76.9,398.4,5.2,11.5,8,2.4,21.8,8.5,70,1,1.3,2.3,16.50619443,31.81671281,52.01907443,219.9822254,1.435422882,37.18272636,115.9501983,3.063813047,1.296551826,71.3,333.68,4.64,9.66,6.24,1.68,17.56,8.02,62.16,1.4,1.46,2.86
Arizona,2002,12,17.8,30.7,58.2,224.3,1.3,42.3,161.8,3.8,1.5,73,386.2,5.3,11,7.7,1.6,20.3,8.8,73.6,0.9,0.6,1.5,16.76495554,31.59337025,53.25525954,220.8457803,1.408338306,38.20618109,125.1201586,3.211050438,1.33724146,71.64,344.184,4.772,9.928,6.532,1.664,18.108,8.176,64.448,1.3,1.288,2.588
Arizona,2003,12,20.1,32.8,61.2,279.3,2.2,46,180.8,3.9,2.2,78.8,460,5.8,11.6,10.3,1.8,23.7,8.3,66.4,1.5,0.6,2.1,17.43196443,31.8346962,54.84420764,232.5366242,1.566670645,39.76494487,136.2561269,3.34884035,1.509793168,73.072,367.3472,4.9776,10.2624,7.2856,1.6912,19.2264,8.2008,64.8384,1.34,1.1504,2.4904
