"coach_id","coachingScore","firstYear","lastYear","name","win_pct","yearsHC","yearsTotal"
"3277","0.32964059909995747","1968","2013","jones phil","0.5402298850574713","30","38"
"3278","0","1908","1947","jones ralph r curley","0.6103896103896104","12","12"
"3279","0.3817458334413774","1978","2013","jones ronnie","0.13636363636363635","3","29"
"3280","0","1928","1930","jones rwe","0.375","3","3"
"3281","0","1920","1920","jones sewell","1.0","1","1"
"3282","0","1909","1926","jones ta dwight tad","0.7397260273972602","9","9"
"3283","0","1972","1988","jones tom ","0.27586206896551724","3","3"
"3284","0","1921","1921","jones w dale","0.4","1","1"
"3285","0","1928","1928","jones w mitchell","0.2222222222222222","1","1"
"3286","0","1952","1952","jones willard s","0.125","1","1"
"3287","0","1957","1964","jones william bill","0.45161290322580644","8","8"
"3288","0","1946","1951","jontos edward a ed","0.41304347826086957","6","6"
"3289","0","1973","1981","joranko frank","0.575","9","9"
"3290","0","1932","1955","jordan lloyd p","0.5866666666666667","20","20"
"3291","0","1951","1974","jordan ralph shug","0.6907630522088354","24","24"
"3292","0","1910","1913","jordon professor","1.0","4","4"
"3293","0","1951","1951","jorge ernest l ernie","0.5454545454545454","1","1"
"3294","0.15330200421475548","1977","2013","joseph norman","0.4878048780487805","12","30"
"3295","0","2013","2013","journell tom","0.5","1","1"
"3296","0","1951","1962","jowers milton","0.6756756756756757","4","4"
"3297","0","1964","1964","jowers milton  miller bill","0.8","1","1"
"3298","0","1912","1937","joy willliam p hiker","0.6341463414634146","6","6"
"3299","0","2012","2012","joyce kevin","0.125","1","1"
"3300","0","1906","1921","juneau william j bill","0.6753246753246753","11","11"
"3301","0","2009","2012","junior ester james ej","0.1590909090909091","4","4"
"3302","0","1942","1944","justice charlie m charles","0.7","2","2"
"3303","0","2013","2013","justice garin","0.7272727272727273","1","1"
"3304","0","1900","1900","kaarsberg lawrence","0.5","1","1"
"3305","0","1930","1932","kagey joseph g joe","0.0","3","3"
"3306","0","1946","1946","kahler arthur d art","0.8","1","1"
"3307","0","1955","1955","kahler robert","0.0","1","1"
"3308","0","1928","1928","kaino bob","0.25","1","1"
"3309","0","1932","1946","kaiser harrison j","0.6097560975609756","8","8"
"3310","0.04799938437663389","1994","2013","kaligis pete","0.0","2","14"
"3311","0","1984","1998","kane kelly","0.49640287769784175","15","15"
"3312","0","1973","1979","kapp jim","0.582089552238806","7","7"
"3313","0","1982","1985","kapp joe","0.4186046511627907","4","4"
"3314","0","1978","1978","kappes bob","0.2727272727272727","1","1"
"3315","0","1966","1966","kapral frank","0.0","1","1"
"3316","-0.01747237188855084","1991","2013","karcher ken","0.3787878787878788","6","18"
"3317","0","1896","1896","karel ikey","0.6","1","1"
"3318","0","1925","1925","karnes don","0.14285714285714285","1","1"
"3319","0","1918","1918","karnes frank","0.7142857142857143","1","1"
"3320","0","1965","1965","karras george","0.2222222222222222","1","1"
"3321","0.008378843729430468","1989","2013","karras jr ted","0.5652173913043478","10","18"
"3322","0","1928","1932","kasper tc cy","0.5581395348837209","5","5"
"3323","0","1903","1903","kates orin a","1.0","1","1"
"3324","0","1970","1971","katusa john","0.3888888888888889","2","2"
"3325","0","1909","1909","kauffman dick","0.25","1","1"
"3326","0","1946","1949","kaulukukui tom","0.6744186046511628","4","4"
"3327","0","1947","1957","kawal albert p","0.44871794871794873","9","9"
"3328","0","1969","1993","kay marvin l","0.351931330472103","25","25"
"3329","0","2013","2013","kazmierczak neil","0.2","1","1"
"3330","0","1912","1919","keady thomas tom","0.7183098591549296","8","8"
"3331","0","1931","1953","kean henry a","0.8265895953757225","21","21"
"3332","0","1920","1939","keaney frank","0.4429530201342282","20","20"
"3333","0","1969","1971","kearly ted","0.7777777777777778","3","3"
"3334","0","2006","2012","kearly tom","0.6027397260273972","7","7"
"3335","0","1990","2001","keasler bobby","0.24242424242424243","11","11"
"3336","0","1935","1941","keaton j mcadoo","0.7301587301587301","7","7"
"3337","0","1999","2013","keaton teddy","0.5909090909090909","4","12"
"3338","0","1910","1911","keefe pj","0.0","2","2"
"3339","0","1981","2014","keeler kurt c kc","0.6377952755905512","19","29"
"3340","0","1966","2009","keeling jimmie","no data","36","36"
"3341","0","2013","2013","keen aaron","0.9166666666666666","1","1"
"3342","0","1926","1941","keene roy s spec","0.6153846153846154","16","16"
"3343","0","1897","1897","keep henry","0.6666666666666666","1","1"
"3344","0","1948","1954","keeth jimmy","0.38028169014084506","7","7"
"3345","0","1982","1985","kehl tony","no data","4","4"
"3346","0","1971","2011","kehres larry","0.9296187683284457","27","39"
"3347","0","2000","2013","kehres vince","0.9333333333333333","1","6"
"3348","0","1955","1958","keil henry j whitey","0.4230769230769231","4","4"
"3349","0","1959","1963","keim george","0.17142857142857143","5","5"
"3350","0","1904","1909","keinholz william s willis","0.7096774193548387","5","5"
"3351","0","1912","1912","keith charles","0.42857142857142855","1","1"
"3352","0.3020655181762559","1970","1998","keith floyd","0.4148936170212766","9","25"
"3353","0","1899","1907","keith john l","0.8461538461538461","5","5"
"3354","0","1913","1914","kelchner jm","0.6","2","2"
"3355","0","1984","2013","kelchner matt","0.656934306569343","13","29"
"3356","0","2012","2012","kellar mike","0.7","1","1"
"3357","0","1952","1981","keller arthur t art","0.6796875","30","30"
"3358","0","2013","2013","keller brian","0.6","1","1"
"3359","0","1994","2002","keller gary","0.5157894736842106","9","9"
"3360","0","1972","1974","keller ollie","0.35714285714285715","3","3"
"3361","0","1893","1893","keller wj","0.8571428571428571","1","1"
"3362","0","1951","1960","kelley alva e","0.3670886075949367","9","9"
"3363","0","1991","1992","kelley alvin t","0.5555555555555556","2","2"
"3364","0","1892","1892","kelley deane w","0.6666666666666666","1","1"
"3365","0","1901","1901","kelley george","0.5","1","1"
"3366","0","1915","1922","kelley thomas","0.6774193548387096","4","4"
"3367","0","2013","2013","kelley thomas tom","0.8181818181818182","1","1"
"3368","0","1931","1933","kellison john s","0.6333333333333333","3","3"
"3369","0","1906","1908","kellogg nelson a","0.35294117647058826","3","3"
"3370","0","1900","1900","kelly addison w","0.6666666666666666","1","1"
"3371","0","1983","1986","kelly bill","0.7","3","3"
"3372","0.29064483103017547","1983","2013","kelly brian","0.6732673267326733","20","26"
"3373","0","2009","2011","kelly chip","0.85","3","3"
"3374","0","1907","1909","kelly george a","0.5","2","2"
"3375","0","1951","1965","kelly kenneth a bill","0.6187050359712231","15","15"
"3376","0","2006","2012","kelly kevin","0.2894736842105263","7","7"
"3377","0","1955","1961","kelly leo h","0.532258064516129","7","7"
"3378","0","1914","1916","kelly luke l","0.4090909090909091","3","3"
"3379","0","1981","2006","kelly mike","0.8159722222222222","26","26"
"3380","0","1907","1907","kelly raymond","0.25","1","1"
"3381","0","1902","1902","kelly richard  orourke timothy","0.5714285714285714","1","1"
"3382","0","1915","1915","kelly victor m choctaw","0.3","1","1"
"3383","0","1897","1902","kelly walter f","0.4230769230769231","5","5"
"3384","0","1992","2013","kelton aaron e","0.25","8","17"
"3385","0","2000","2005","kemp mike","0.23214285714285715","6","6"
"3386","0","1956","1975","kemp paul","0.4722222222222222","4","4"
"3387","0","1920","1920","kenamond ad","0.0","1","1"
"3388","0","1899","1899","kendel arthur","no data","1","1"
"3389","0","2013","2013","kendrickholmes clayton","0.5","1","1"
"3390","0","1965","1970","kenelly pat","0.43859649122807015","6","6"
"3391","0","1898","1898","kenly frank","0.25","1","1"
"3392","0","1900","1902","kenna edward ed","0.5833333333333334","2","2"
"3393","0.0835799562820104","1966","2013","kennan larry","0.40476190476190477","5","26"
"3394","0","1904","1909","kennedy ar bert","0.8545454545454545","6","6"
"3395","0","1908","1912","kennedy burt e","0.8275862068965517","5","5"
"3396","0","1894","1894","kennedy guy","0.6666666666666666","1","1"
"3397","0","1903","1903","kennedy rex b","1.0","1","1"
"3398","0","1904","1920","kennedy walter s","0.6363636363636364","9","9"
"3399","0","1918","1918","kennedy walter s  guyselman coach","0.8571428571428571","1","1"
"3400","0","1912","1912","kenney clarence j","0.42857142857142855","1","1"
"3401","0","1908","1908","kenney joseph  reilly joseph","0.3333333333333333","1","1"
"3402","0","1915","1925","kenney rc","0.42857142857142855","2","2"
"3403","0","1984","1984","kent bob","0.1111111111111111","1","1"
"3404","0","1921","1921","kent maury a","0.5","1","1"
"3405","0","1902","1902","kent robert s","0.5","1","1"
"3406","0","1985","1988","kentera larry","0.5227272727272727","4","4"
"3407","0","1942","1944","kenyon william c","0.4","2","2"
"3408","0","1919","1919","keogan george","0.625","1","1"
"3409","0","2009","2012","keopple bill","0.36585365853658536","4","4"
"3410","0","1960","1969","kerbel joe e","0.61","10","10"
"3411","0","1926","1926","kercheville clint","0.2857142857142857","1","1"
"3412","0","1940","1946","kern william f bill","0.4642857142857143","3","3"
"3413","0","1922","1945","kerr andrew andy","0.6506849315068494","18","18"
"3414","0","1994","1997","kerr ronnie","0.40476190476190477","4","4"
"3415","0","1956","1958","kerr william h bud","0.41379310344827586","3","3"
"3416","0","1889","1889","kerrison edwin","1.0","1","1"
"3417","0","1913","1913","kersberg harry von","0.4","1","1"
"3418","0","2013","2013","kershaw lawrence","0.6","1","1"
"3419","0","2003","2013","kessinger kent","0.6666666666666666","10","11"
"3420","0","1953","1965","ketchman sam","0.48936170212765956","13","13"
"3421","0","1942","1942","ketchum ellison e","0.6666666666666666","1","1"
"3422","0","1961","1965","keuffel kenneth w ken","0.6","5","5"
"3423","0","1951","1954","keyes charles e","0.5416666666666666","4","4"
"3424","0","1917","1917","keyes geoffrey","0.875","1","1"
"3425","0","2013","2013","keys rob","0.7272727272727273","1","1"
"3426","0","2002","2002","kezirian ed","0.5833333333333334","1","1"
"3427","0","1970","1970","kichefski walt","0.5","1","1"
"3428","0","1954","2001","kidd roy","0.7218390804597701","44","46"
"3429","0","1923","1923","kienholz eddie ed","0.42857142857142855","1","1"
"3430","0","2007","2010","kiernan jim","0.36363636363636365","4","4"
"3431","0.054877027678188396","1981","2009","kiesel kevin","0.6341463414634146","14","23"
"3432","0.09638385989883032","1997","2014","kiffin lane","0.6274509803921569","5","13"
"3433","0","1980","1981","kiffin monte","0.45454545454545453","2","2"
"3434","0","1942","1942","kildahl phil","0.0","1","1"
